DTXSID,Chemical,CASRN,SMILES,Library,Max conc,Median % activity,Tested in CR?,,,,
DTXSID2032558,Kresoxim-methyl,143390-89-0,CO\N=C(\C(=O)OC)C1=C(COC2=C(C)C=CC=C2)C=CC=C1,e1k,100,94.02587561,Y,,,,
DTXSID9021477,Sodium tetrafluoroborate,13755-29-8,[Na+].F[B-](F)(F)F,e1k,100,8.460471567,N,,,,
DTXSID1027899,Ammonium xylene sulfonate,26447-10-9, ,e1k,99.9985,25.03797636,N,,,,
DTXSID2023430,Pentaerythritol tetranitrate,78-11-5,[O-][N+](=O)OCC(CO[N+]([O-])=O)(CO[N+]([O-])=O)CO[N+]([O-])=O,e1k,100.002,-0.838004391,N,,,,
DTXSID1041920,2-(2-Ethylhexyloxy)ethanol,1559-35-9,CCCCC(CC)COCCO,e1k,100,27.39115415,N,,,,
DTXSID7026285,Veratraldehyde,120-14-9,COC1=CC=C(C=O)C=C1OC,e1k,100,28.93468067,N,,,,
DTXSID2024664,Butyraldehyde oxime,110-69-0,CCCC=NO,e1k,100.051,7.060299848,N,,,,
DTXSID5034357,"N-[2,5-dichloro-4-(1,1,2,3,3,3-hexafluoropropoxy)-phenyl-aminocarbonyl]-2,6-difluorobenzamide",103055-07-8,FC(C(F)(F)F)C(F)(F)OC1=CC(Cl)=C(NC(=O)NC(=O)C2=C(F)C=CC=C2F)C=C1Cl,e1k,100.0025,86.38079827,Y,,,,
DTXSID2025216,Divinylbenzene,1321-74-0,"*C=C.C=CC1=CC=CC=C1 |c:6,8,t:4,m:0:6.8|",e1k,100,23.83734868,N,,,,
DTXSID9047205,2-Ethylhexyl trans-4-methoxycinnamate,83834-59-7,CCCCC(CC)COC(=O)\C=C\C1=CC=C(OC)C=C1,e1k,99.999,38.10245495,N,,,,
DTXSID0023745,D-Xylose,58-86-6,OC[C@@H](O)[C@H](O)[C@@H](O)C=O,e1k,99.9985,-0.343225203,N,,,,
DTXSID3036288,2-Octyl-1-dodecanol,5333-42-6,CCCCCCCCCCC(CO)CCCCCCCC,e1k,100.001,14.01874366,N,,,,
DTXSID2029612,Limonene,138-86-3,CC(=C)C1CCC(C)=CC1,e1k,103.1285,5.712964798,N,,,,
DTXSID0041646,"C.I. Acid Yellow 34, monosodium salt",6359-90-6,[Na+].CC1=NN(C(=O)C1\N=N\C1=CC=CC=C1)C1=CC(=CC=C1Cl)S([O-])(=O)=O,e1k,100,109.6030645,Y,,,,
DTXSID6041719,"C.I. Acid Yellow 17, disodium salt",6359-98-4,[Na+].[Na+].CC1=NN(C(=O)C1N=NC1=CC=C(C=C1)S([O-])(=O)=O)C1=CC(Cl)=C(C=C1Cl)S([O-])(=O)=O,e1k,100,102.2499081,Y,,,,
DTXSID8035423,"1,4-Dimethylnaphthalene",571-58-4,CC1=CC=C(C)C2=C1C=CC=C2,e1k,100,55.0371569,N,,,,
DTXSID1032484,Temephos,3383-96-8,COP(=S)(OC)OC1=CC=C(SC2=CC=C(OP(=S)(OC)OC)C=C2)C=C1,e1k,100.0025,101.6379367,Y,,,,
DTXSID1048201,Cyclobutyl phenyl ketone,5407-98-7,O=C(C1CCC1)C1=CC=CC=C1,e1k,100,30.81325662,N,,,,
DTXSID1024176,Methacrylonitrile,126-98-7,CC(=C)C#N,e1k,99.9645,3.480615547,N,,,,
DTXSID5041643,Sodium 2-formylbenzenesulfonate,1008-72-6,[Na+].[O-]S(=O)(=O)C1=CC=CC=C1C=O,e1k,99.965,50.26748564,N,,,,
DTXSID6022391,Apigenin,520-36-5,OC1=CC=C(C=C1)C1=CC(=O)C2=C(O1)C=C(O)C=C2O,e1k,100.0025,102.9588534,Y,,,,
DTXSID0042379,Dimethoxydimethylsilane,1112-39-6,CO[Si](C)(C)OC,e1k,100.0045,3.520243049,N,,,,
DTXSID6022137,(Z)-3-Hexen-1-ol,928-96-1,CC\C=C/CCO,e1k,100.0075,18.98297974,N,,,,
DTXSID0020151,Benzyl acetate,140-11-4,CC(=O)OCC1=CC=CC=C1,e1k,100,11.79132207,N,,,,
DTXSID9041368,5-Ethyl-5-methylhydantoin,5394-36-5,CCC1(C)NC(=O)NC1=O,e1k,100,10.64065684,N,,,,
DTXSID8020915,1-Naphthaleneacetic acid,86-87-3,OC(=O)CC1=C2C=CC=CC2=CC=C1,e1k,100,63.00112278,N,,,,
DTXSID7030307,"3,5-Dichloroaniline",626-43-7,NC1=CC(Cl)=CC(Cl)=C1,e1k,100,93.50435161,Y,,,,
DTXSID0026838,Isopropyl tetradecanoate,110-27-0,CCCCCCCCCCCCCC(=O)OC(C)C,e1k,99.9985,7.800013209,N,,,,
DTXSID8021062,N-Nitrosopyrrolidine,930-55-2,O=NN1CCCC1,e1k,99.945,8.039673978,N,,,,
DTXSID5048188,4-Thiocresol,106-45-6,CC1=CC=C(S)C=C1,e1k,100,40.80966079,N,,,,
DTXSID7021520,2-[2-(2-Butoxyethoxy)ethoxy]ethanol,143-22-6,CCCCOCCOCCOCCO,e1k,100.041,4.911302889,N,,,,
DTXSID5024057,Dimethylamine,124-40-3,CNC,e1k,99.951,2.714483852,N,,,,
DTXSID3021518,Fumaric acid,110-17-8,OC(=O)\C=C\C(O)=O,e1k,100.034,6.037995925,N,,,,
DTXSID4042335,Butyl (2S)-2-hydroxypropanoate,34451-19-9,CCCCOC(=O)[C@H](C)O,e1k,100,4.72227726,N,,,,
DTXSID4041442,Sodium 2-naphthalenesulfonate,532-02-5,[Na+].[O-]S(=O)(=O)C1=CC2=C(C=CC=C2)C=C1,e1k,100.0285,78.62579408,N,,,,
DTXSID5035616,Sodium 2-nitrophenolate,824-39-5,[Na+].[O-]C1=C(C=CC=C1)[N+]([O-])=O,e1k,100,98.13750743,Y,,,,
DTXSID7025429,6-Hydroxy-2-naphthyl disulfide,6088-51-3,OC1=CC2=CC=C(SSC3=CC4=CC=C(O)C=C4C=C3)C=C2C=C1,e1k,99.998,100.0835776,Y,,,,
DTXSID3021726,Salicylamide,65-45-2,NC(=O)C1=CC=CC=C1O,e1k,100,22.58107126,N,,,,
DTXSID1041970,Fenchol,1632-73-1,CC1(C)C2CCC(C)(C2)C1O,e1k,100,3.616804507,N,,,,
DTXSID2026997,4-Methoxybenzaldehyde,123-11-5,COC1=CC=C(C=O)C=C1,e1k,99.999,25.00258327,N,,,,
DTXSID3020415,"1,2-Dibromoethane",106-93-4,BrCCBr,e1k,100.9385,13.4355275,N,,,,
DTXSID5027774,Ethylenediaminetetraacetic acid ferric sodium salt,15708-41-5,[Na+].[Fe+3].[O-]C(=O)CN(CCN(CC([O-])=O)CC([O-])=O)CC([O-])=O,e1k,100.0025,9.537897999,N,,,,
DTXSID5022489,E-Cinnamic acid,140-10-3,OC(=O)\C=C\C1=CC=CC=C1,e1k,100.026,53.52134573,N,,,,
DTXSID4027496,"2,4-D sodium salt",2702-72-9,[Na+].[O-]C(=O)COC1=C(Cl)C=C(Cl)C=C1,e1k,100,90.4978079,Y,,,,
DTXSID7027833,2-Ethyl-6-methylaniline,24549-06-2,CCC1=CC=CC(C)=C1N,e1k,100,30.2902226,N,,,,
DTXSID1026118,Tetralin,119-64-2,C1CCC2=C(C1)C=CC=C2,e1k,100,8.895867666,N,,,,
DTXSID7027388,Diisooctyl adipate,1330-86-5, ,e1k,100,21.02235627,N,,,,
DTXSID5021916,2-Heptanone,110-43-0,CCCCCC(C)=O,e1k,100.0445,13.39814032,N,,,,
DTXSID5026706,"1,2-Diphenoxyethane",104-66-5,C(COC1=CC=CC=C1)OC1=CC=CC=C1,e1k,100.0015,23.44322344,N,,,,
DTXSID1044435,Procaine hydrochloride,51-05-8,Cl.CCN(CC)CCOC(=O)C1=CC=C(N)C=C1,e1k,100.002,4.791099783,N,,,,
DTXSID2034700,"Acetic acid, 2-(4-chloro-2-methylphenoxy)-, sodium salt (1:1)",3653-48-3,[Na+].CC1=C(OCC([O-])=O)C=CC(Cl)=C1,e1k,99.9985,85.1410464,Y,,,,
DTXSID2021602,Hexadecanoic acid,57-10-3,CCCCCCCCCCCCCCCC(O)=O,e1k,99.999,53.42349958,N,,,,
DTXSID6026298,m-Xylene,108-38-3,CC1=CC(C)=CC=C1,e1k,99.9985,34.23499577,N,,,,
DTXSID6041210,gamma-Terpinene,99-85-4,CC(C)C1=CCC(C)=CC1,e1k,99.9985,3.597524953,N,,,,
DTXSID8037754,"2,4,6-Tris(allyloxy)-1,3,5-triazine",101-37-1,C=CCOC1=NC(OCC=C)=NC(OCC=C)=N1,e1k,100,29.31811822,N,,,,
DTXSID1022508,4-Dodecylphenol,104-43-8,CCCCCCCCCCCCC1=CC=C(O)C=C1,e1k,100.0015,100.2824372,Y,,,,
DTXSID5026259,Tris(2-chloroisopropyl)phosphate,13674-84-5,CC(CCl)OP(=O)(OC(C)CCl)OC(C)CCl,e1k,95.14,14.53930685,N,,,,
DTXSID4041521,4-Morpholinepropanamine,123-00-2,NCCCN1CCOCC1,e1k,100,7.328752215,N,,,,
DTXSID3041409,2-Chloro-N-phenylacetamide,587-65-5,ClCC(=O)NC1=CC=CC=C1,e1k,100,27.63407157,N,,,,
DTXSID7024821,1-Chloro-4-(trifluoromethyl)benzene,98-56-6,FC(F)(F)C1=CC=C(Cl)C=C1,e1k,100.0015,8.896772638,N,,,,
DTXSID0044575,MON-4660,71526-07-3,ClC(Cl)C(=O)N1CCOC11CCCCC1,e1k,100.002,10.45054569,N,,,,
DTXSID1020805,dl-Menthol,89-78-1,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,e1k,100,15.86082522,N,,,,
DTXSID8021804,Benzocaine,94-09-7,CCOC(=O)C1=CC=C(N)C=C1,e1k,100,37.26563229,N,,,,
DTXSID3022247,Nerolidol,7212-44-4,CC(C)=CCCC(C)=CCCC(C)(O)C=C,e1k,100.0295,75.36146264,N,,,,
DTXSID4021921,"2-Butyne-1,4-diol",110-65-6,OCC#CCO,e1k,99.966,11.0724169,N,,,,
DTXSID7027461,Thiocarbazide,2231-57-4,NNC(=S)NN,e1k,100.021,34.10819949,N,,,,
DTXSID5024922,"1,6-Hexanediamine",124-09-4,NCCCCCCN,e1k,100.0365,-5.108671994,N,,,,
DTXSID1020516,"1,1-Dimethylhydrazine",57-14-7,CN(C)N,e1k,100,17.1907829,N,,,,
DTXSID3026514,Phthalimide,85-41-6,O=C1NC(=O)C2=C1C=CC=C2,e1k,100,15.89570489,N,,,,
DTXSID0027852,Chlorotoluene,25168-05-2,"CC1=CC=CC=C1.Cl* |c:3,5,t:1,lp:7:3,m:8:4.5.6|",e1k,100,11.31540966,N,,,,
DTXSID7021863,Diethyl propanedioate,105-53-3,CCOC(=O)CC(=O)OCC,e1k,103.2495,8.336183576,N,,,,
DTXSID1022394,Biochanin A,491-80-5,COC1=CC=C(C=C1)C1=COC2=C(C(O)=CC(O)=C2)C1=O,e1k,100,100.6343086,Y,,,,
DTXSID3029653,Ammonium isothiocyanate,1762-95-4,[NH4+].[S-]C#N,e1k,100.0035,11.81758688,N,,,,
DTXSID8027246,2-Pyrrolidinone,616-45-5,O=C1CCCN1,e1k,99.934,13.13702932,N,,,,
DTXSID9048192,4-Butylchlorobenzene,15499-27-1,CCCCC1=CC=C(Cl)C=C1,e1k,100,15.26286702,N,,,,
DTXSID5042299,4-Isopropylphenol,99-89-8,CC(C)C1=CC=C(O)C=C1,e1k,100,73.20978825,N,,,,
DTXSID8021517,Maleic acid,110-16-7,OC(=O)\C=C/C(O)=O,e1k,99.947,11.45797705,N,,,,
DTXSID3021483,Phenylacetaldehyde,122-78-1,O=CCC1=CC=CC=C1,e1k,100.0375,55.79512968,N,,,,
DTXSID9022100,4-Propylphenol,645-56-7,CCCC1=CC=C(O)C=C1,e1k,100,80.61005566,N,,,,
DTXSID9032535,Trinexapac-ethyl,95266-40-3,CCOC(=O)C1CC(=O)C(=C(O)C2CC2)C(=O)C1,e1k,100,14.83484311,N,,,,
DTXSID7042356,2-(3-Phenylpropyl)pyridine,2110-18-1,C(CC1=CC=CC=C1)CC1=CC=CC=N1,e1k,100.0015,76.7295793,N,,,,
DTXSID0023113,2-Methoxyphenol,90-05-1,COC1=C(O)C=CC=C1,e1k,100.693,52.30247816,N,,,,
DTXSID3041247,"1,3-Diphenyl-1,3-propanedione",120-46-7,O=C(CC(=O)C1=CC=CC=C1)C1=CC=CC=C1,e1k,100.0055,71.3317372,N,,,,
DTXSID1020354,Cyanoguanidine,461-58-5,NC(=N)NC#N,e1k,99.954,10.84854327,N,,,,
DTXSID9021764,1-Amino-2-propanol,78-96-6,CC(O)CN,e1k,100.052,5.53508077,N,,,,
DTXSID7027916,Neodecanoic acid,26896-20-8, ,e1k,100.0245,38.02431516,N,,,,
DTXSID5029217,1-Propoxy-2-propanol,1569-01-3,CCCOCC(C)O,e1k,100.044,6.383507975,N,,,,
DTXSID3032412,Imazamethabenz-methyl,81405-85-8,"C*.COC(=O)C1=C(C=CC=C1)C1=NC(=O)C(C)(N1)C(C)C |c:7,9,t:5,12,lp:3:2,5:2,13:1,15:2,18:1,m:1:9.10|",e1k,100,12.19178508,N,,,,
DTXSID8042507,1-Phenylurea,64-10-8,NC(=O)NC1=CC=CC=C1,e1k,95.2965,11.75647523,N,,,,
DTXSID6042490,Triethoxymethylsilane,2031-67-6,CCO[Si](C)(OCC)OCC,e1k,100.0015,25.7819104,N,,,,
DTXSID2042062,Isobornyl propanoate,2756-56-1,CCC(=O)O[C@@H]1C[C@H]2CC[C@]1(C)C2(C)C,e1k,98.5175,10.61895085,N,,,,
DTXSID7026102,Tetrachlorophthalic anhydride,117-08-8,ClC1=C2C(=O)OC(=O)C2=C(Cl)C(Cl)=C1Cl,e1k,100.002,54.80240042,N,,,,
DTXSID1027390,Phenolsulfonic acid,1333-39-7,"C*.OS(=O)(=O)C1=CC=CC=C1 |c:7,9,t:5,lp:2:2,4:2,5:2,m:1:9.10.11|",e1k,100.045,19.11943037,N,,,,
DTXSID0038700,2-Methoxy-4-nitroaniline,97-52-9,COC1=CC(=CC=C1N)[N+]([O-])=O,e1k,100,98.78113243,Y,,,,
DTXSID7021655,Pentanoic acid,109-52-4,CCCCC(O)=O,e1k,100.0665,26.28909552,N,,,,
DTXSID4036229,Sodium decyl sulfate,142-87-0,[Na+].CCCCCCCCCCOS([O-])(=O)=O,e1k,100.006,98.8681944,Y,,,,
DTXSID3020047,Allyl isothiocyanate,57-06-7,C=CCN=C=S,e1k,103,11.238935,N,,,,
DTXSID5023875,Ammonium sulfamate,7773-06-0,[NH4+].NS([O-])(=O)=O,e1k,99.9695,26.08438792,N,,,,
DTXSID5021251,Saccharin,81-07-2,O=C1NS(=O)(=O)C2=C1C=CC=C2,e1k,100,40.89736016,N,,,,
DTXSID0021888,2-Pentanone,107-87-9,CCCC(C)=O,e1k,99.935,11.88647401,N,,,,
DTXSID1041265,2-Hexyl-1-decanol,2425-77-6,CCCCCCCCC(CO)CCCCCC,e1k,100,27.78831504,N,,,,
DTXSID0035160,alpha-Ionone,127-41-3,CC(=O)\C=C\C1C(C)=CCCC1(C)C,e1k,100,46.23301514,N,,,,
DTXSID2029616,Imidazole,288-32-4,N1C=CN=C1,e1k,100.0565,3.6200186,N,,,,
DTXSID6021959,"2,4,6-Tribromophenol",118-79-6,OC1=C(Br)C=C(Br)C=C1Br,e1k,100,104.9943168,Y,,,,
DTXSID6047448,Potassium chlorate,3811-04-9,[K+].[O-][Cl](=O)=O,e1k,99.949,4.804170189,N,,,,
DTXSID5047796,Formalin,NOCAS_47796, ,e1k,104.0765,14.64195765,N,,,,
DTXSID0021597,Heptanal,111-71-7,CCCCCCC=O,e1k,100.0315,56.93281853,N,,,,
DTXSID0048210,Phenyl benzoate,93-99-2,O=C(OC1=CC=CC=C1)C1=CC=CC=C1,e1k,100.0015,86.64710425,Y,,,,
DTXSID1041891,Diphenylmethane,101-81-5,C(C1=CC=CC=C1)C1=CC=CC=C1,e1k,100,57.60002364,N,,,,
DTXSID4047597,Poloxalene,9003-11-6, ,e1k,100,13.70363199,N,,,,
DTXSID1026906,"N,N-Dimethyldodecan-1-amine",112-18-5,CCCCCCCCCCCCN(C)C,e1k,100,29.07181467,N,,,,
DTXSID2027094,Bis(2-ethylhexyl) maleate,142-16-5,CCCCC(CC)COC(=O)\C=C/C(=O)OCC(CC)CCCC,e1k,100,14.67111873,N,,,,
DTXSID8021937,1-Heptanol,111-70-6,CCCCCCCO,e1k,99.999,25.5011583,N,,,,
DTXSID9041815,"3,3,5-Trimethylcyclohexanol",116-02-9,CC1CC(O)CC(C)(C)C1,e1k,100.014,9.819921994,N,,,,
DTXSID8029159,"2,6,8-Trimethyl-4-nonanol",123-17-1,CC(C)CC(C)CC(O)CC(C)C,e1k,100,24.12682466,N,,,,
DTXSID2029325,Methyl dihydrojasmonate,24851-98-7,CCCCCC1C(CC(=O)OC)CCC1=O,e1k,99.999,20.85278648,N,,,,
DTXSID2027414,"2,3-Dihydro-2,2-dimethyl-7-benzofuranol",1563-38-8,CC1(C)CC2=C(O1)C(O)=CC=C2,e1k,100,62.36911197,N,,,,
DTXSID2029298,"alpha-Sulfo-omega-(dodecyloxy)poly(oxy-1,2-ethanediyl) sodium salt",9004-82-4,"[Na+].CCCCCCCCCCCCOCCOS([O-])(=O)=O |lp:13:2,16:2,18:3,19:2,20:2,Sg:n:16,15,14::ht|",e1k,99.998,98.38957508,Y,,,,
DTXSID1025726,2-Nitrobenzenamine,88-74-4,NC1=CC=CC=C1[N+]([O-])=O,e1k,100,95.23941246,Y,,,,
DTXSID2023193,Lactose,63-42-3,[H][C@]1(O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@H](O)O[C@@H]1CO,e1k,100,7.227799228,N,,,,
DTXSID8042187,"N,N'-Dibutylthiourea",109-46-6,CCCCNC(=S)NCCCC,e1k,99.999,20.02779923,N,,,,
DTXSID7037551,Fenuron,101-42-8,CN(C)C(=O)NC1=CC=CC=C1,e1k,100,6.870161338,N,,,,
DTXSID3041663,Benzyl cinnamate,103-41-3,O=C(OCC1=CC=CC=C1)C=CC1=CC=CC=C1,e1k,100.0015,75.37915058,N,,,,
DTXSID4020292,2-Chloroacetaldehyde,107-20-0,ClCC=O,e1k,100,8.749482891,N,,,,
DTXSID9024691,Butyl glycidyl ether,2426-08-6,CCCCOCC1CO1,e1k,100,5.54894747,N,,,,
DTXSID4021977,4-Ethylphenol,123-07-9,CCC1=CC=C(O)C=C1,e1k,100.784,46.83861004,N,,,,
DTXSID5020493,Dimethyl phosphonate,868-85-9,COP(=O)OC,e1k,100.0085,11.10342729,N,,,,
DTXSID3034614,Flucarbazone-sodium,181274-17-9,[Na+].COC1=NN(C(=O)[N-]S(=O)(=O)C2=C(OC(F)(F)F)C=CC=C2)C(=O)N1C,e1k,93.3585,90.00580897,Y,,,,
DTXSID7021364,2-Methylaniline hydrochloride,636-21-5,Cl.CC1=CC=CC=C1N,e1k,99.961,39.01776062,N,,,,
DTXSID2041208,Decyl beta-D-glucopyranoside,58846-77-8,CCCCCCCCCCO[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,e1k,99.9985,60.44092833,N,,,,
DTXSID2020212,4-Methyl-2-tert-butylphenol,2409-55-4,CC1=CC(=C(O)C=C1)C(C)(C)C,e1k,99.9925,83.89189189,N,,,,
DTXSID5044443,"N,N-Dibutyl-N-methylbutan-1-aminium chloride",56375-79-2,[Cl-].CCCC[N+](C)(CCCC)CCCC,e1k,100.002,12.15457387,N,,,,
DTXSID3024528,Anise oil,8007-70-3, ,e1k,100,60.83925756,N,,,,
DTXSID8024993,"Dichloro-1,3,5-triazinetrione",2782-57-2,ClN1C(=O)NC(=O)N(Cl)C1=O,e1k,100,20.75822942,N,,,,
DTXSID0029761,Sodium dichloroisocyanurate dihydrate,51580-86-0,O.O.[Na+].ClN1C(=O)[N-]C(=O)N(Cl)C1=O,e1k,99.9985,15.92399976,N,,,,
DTXSID4020379,Dehydroepiandrosterone,53-43-0,[H][C@@]12CCC(=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC=C2C[C@@H](O)CC[C@]12C,e1k,100,37.53028781,N,,,,
DTXSID1044693,Magnesium dibenzoate,553-70-8,[Mg++].[O-]C(=O)C1=CC=CC=C1.[O-]C(=O)C1=CC=CC=C1,e1k,99.9985,25.00694981,N,,,,
DTXSID4025662,Methyl styryl ketone,122-57-6,CC(=O)C=CC1=CC=CC=C1,e1k,100,27.29448614,N,,,,
DTXSID1025857,"1,10-Phenanthroline",66-71-7,C1=CC2=C(N=C1)C1=C(C=CC=N1)C=C2,e1k,100,46.07258687,N,,,,
DTXSID0042454,"(+/-)-2,3-Dihydroxypropyl tetradecanoate",589-68-4,CCCCCCCCCCCCCC(=O)OCC(O)CO,e1k,100.002,38.11236204,N,,,,
DTXSID6048208,Methyl 2-methylbenzoate,89-71-4,COC(=O)C1=C(C)C=CC=C1,e1k,99.9985,15.10844513,N,,,,
DTXSID9022366,Estriol,50-27-1,C[C@]12CC[C@H]3[C@@H](CCC4=C3C=CC(O)=C4)[C@@H]1C[C@@H](O)[C@@H]2O,e1k,100.002,29.7474482,N,,,,
DTXSID3042130,Diphenylmercury(II),587-85-9,[Hg](C1=CC=CC=C1)C1=CC=CC=C1,e1k,99.9975,0.52557329,N,,,,
DTXSID2036588,"Glycols, polyethylene, mono(p-nonylphenyl) ether",26027-38-3,"CCCCCCCCCC1=CC=C(OCCO)C=C1 |c:17,t:9,11,lp:13:2,16:2,Sg:n:15,14,13::ht|",e1k,100,44.25565865,N,,,,
DTXSID1021243,Rhodamine 6G,989-38-8,[Cl-].CCNC1=CC2=[O+]C3=C(C=C(C)C(NCC)=C3)C(=C2C=C1C)C1=C(C=CC=C1)C(=O)OCC,e1k,99.997,91.8093552,Y,,,,
DTXSID6021666,Tetradecanoic acid,544-63-8,CCCCCCCCCCCCCC(O)=O,e1k,100,95.30465103,Y,,,,
DTXSID3047633,Ethyl oleate,111-62-6,CCCCCCCC\C=C/CCCCCCCC(=O)OCC,e1k,99.998,17.68512499,N,,,,
DTXSID5021388,"2,4,5-Trichlorophenoxyacetic acid",93-76-5,OC(=O)COC1=C(Cl)C=C(Cl)C(Cl)=C1,e1k,100.002,97.0996139,Y,,,,
DTXSID4021006,N-Nitroso-N-methylurea,684-93-5,CN(N=O)C(N)=O,e1k,100.0015,0.830329177,N,,,,
DTXSID8027826,Dicyclohexyl sodium sulfosuccinate,23386-52-9,[Na+].[O-]S(=O)(=O)C(CC(=O)OC1CCCCC1)C(=O)OC1CCCCC1,e1k,100,74.02007722,N,,,,
DTXSID4024274,Propachlor,1918-16-7,CC(C)N(C(=O)CCl)C1=CC=CC=C1,e1k,99.999,13.39382036,N,,,,
DTXSID7035010,Sodium warfarin,129-06-6,[Na+].CC(=O)CC(C1=CC=CC=C1)C1=C([O-])C2=CC=CC=C2OC1=O,e1k,100,95.35192955,Y,,,,
DTXSID0022436,"4,4-Bis(4-hydroxyphenyl)valeric acid",126-00-1,CC(CCC(O)=O)(C1=CC=C(O)C=C1)C1=CC=C(O)C=C1,e1k,100,43.31008806,N,,,,
DTXSID1027550,Sodium chloroacetate,3926-62-3,[Na+].[O-]C(=O)CCl,e1k,99.9945,9.328644879,N,,,,
DTXSID5022437,Nordihydroguaiaretic acid,500-38-9,CC(CC1=CC(O)=C(O)C=C1)C(C)CC1=CC=C(O)C(O)=C1,e1k,99.9975,108.5662786,Y,,,,
DTXSID1025809,Oleic acid,112-80-1,CCCCCCCC\C=C/CCCCCCCC(O)=O,e1k,99.998,98.16500207,Y,,,,
DTXSID0032316,"4-Chloro-3,5-dimethylphenol",88-04-0,CC1=CC(O)=CC(C)=C1Cl,e1k,100.001,94.52020691,Y,,,,
DTXSID5020443,"2,4-D Butyl ester",94-80-4,CCCCOC(=O)COC1=C(Cl)C=C(Cl)C=C1,e1k,100,80.36463566,N,,,,
DTXSID6025143,"2,3-Dimethylphenol",526-75-0,CC1=C(C)C(O)=CC=C1,e1k,102.3185,67.57766037,N,,,,
DTXSID1041639,Sodium m-xylene-4-sulfonate,827-21-4,[Na+].CC1=CC=C(C(C)=C1)S([O-])(=O)=O,e1k,100,27.76216216,N,,,,
DTXSID0034229,gamma-Nonanolactone,104-61-0,CCCCCC1CCC(=O)O1,e1k,100,13.29423806,N,,,,
DTXSID3035214,1-Octen-3-ol,3391-86-4,CCCCCC(O)C=C,e1k,100,14.74203652,N,,,,
DTXSID1027500,2-Propoxyethanol,2807-30-9,CCCOCCO,e1k,100,2.965250965,N,,,,
DTXSID3020043,Allantoin,97-59-6,NC(=O)NC1NC(=O)NC1=O,e1k,100.016,9.476447876,N,,,,
DTXSID5041487,"3,7-Dimethyloctan-3-yl acetate",20780-48-7,CCC(C)(CCCC(C)C)OC(C)=O,e1k,100,9.649420849,N,,,,
DTXSID0020286,3-Chloro-4-methylaniline,95-74-9,CC1=C(Cl)C=C(N)C=C1,e1k,103.3715,77.07181467,N,,,,
DTXSID7025502,Linalool,78-70-6,CC(C)=CCCC(C)(O)C=C,e1k,100,13.04710425,N,,,,
DTXSID1047497,Octyl decyl phthalate,119-07-3,CCCCCCCCCCOC(=O)C1=C(C=CC=C1)C(=O)OCCCCCCCC,e1k,100.0025,28.02162162,N,,,,
DTXSID1040110,Ethyl propionate,105-37-3,CCOC(=O)CC,e1k,100.007,10.61312741,N,,,,
DTXSID0047957,Octylparaben,1219-38-1,CCCCCCCCOC(=O)C1=CC=C(O)C=C1,e1k,100,96.74131274,Y,,,,
DTXSID4027153,1-Bromo-4-fluorobenzene,460-00-4,FC1=CC=C(Br)C=C1,e1k,100.0015,12.76293436,N,,,,
DTXSID8021931,1-Hexanol,111-27-3,CCCCCCO,e1k,99.9375,10.52242775,N,,,,
DTXSID2021943,2-Undecanone,112-12-9,CCCCCCCCCC(C)=O,e1k,101.4895,15.80580344,N,,,,
DTXSID9029649,"1,3-Benzenedimethanamine",1477-55-0,NCC1=CC(CN)=CC=C1,e1k,100,-4.52199394,N,,,,
DTXSID7026811,Benzenethiol,108-98-5,SC1=CC=CC=C1,e1k,99.9875,76.30115547,N,,,,
DTXSID2020929,Niacinamide,98-92-0,NC(=O)C1=CC=CN=C1,e1k,104.809,0.420542883,N,,,,
DTXSID8021199,Pebulate,1114-71-2,CCCCN(CC)C(=O)SCCC,e1k,100,2.28283676,N,,,,
DTXSID0042325,4-Propylanisole,104-45-0,CCCC1=CC=C(OC)C=C1,e1k,100.2685,7.850133809,N,,,,
DTXSID1034929,Spiromesifen,283594-90-1,CC1=CC(C)=C(C2=C(OC(=O)CC(C)(C)C)C3(CCCC3)OC2=O)C(C)=C1,e1k,100,51.05135721,N,,,,
DTXSID6024624,Bisphenol A diglycidyl ether,1675-54-3,CC(C)(C1=CC=C(OCC2CO2)C=C1)C1=CC=C(OCC2CO2)C=C1,e1k,99.9985,31.89257239,N,,,,
DTXSID0029848,"Acetic acid, C8-10-branched alkyl esters, C9-rich",108419-33-6, ,e1k,100.04,12.26066398,N,,,,
DTXSID1026035,Sodium 2-mercaptobenzothiolate,2492-26-4,[Na+].[S-]C1=NC2=CC=CC=C2S1,e1k,100.001,96.33378842,Y,,,,
DTXSID7034674,Ipconazole,125225-28-7,CC(C)C1CCC(CC2=CC=C(Cl)C=C2)C1(O)CN1C=NC=N1,e1k,99.999,-20.94502348,N,,,,
DTXSID7037262,Pregnenolone carbonitrile,1434-54-4,[H][C@@]12C[C@@H](C#N)[C@H](C(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC=C2C[C@@H](O)CC[C@]12C,e1k,59.7975,-24.86300497,N,,,,
